"Id","Name","Opportunity__c","Type",Amount,"StageName","Probability","ForecastCategoryName","Most_Likely__c","CampaignId","License_Type__c","Contract_of_Yrs__c","CreatedDate","CloseDate","OwnerId","AccountId","ProductId"
"0068000000i1fXrAAI","iCompany201211rAAI","B1201518","New",3533.57,"Define Technical Buying Process","30","Pipeline","","","","","2015-11-07","2014-12-29","005800000055z7SAAQ","0018000000xQZduAAG","ProductD"
"0068000000i1g8iAAA","iCompany201311iAAA","B1201521","New",70671.38,"Qualified Out","0","Omitted","","70180000000cwLZAAY","","","2015-11-07","2016-11-26","00580000004Gk5QAAS","0018000000MethRAAR","ProductA"
"0068000000i1gC2AAI","iCompany2012112AAI","B1201522","New",7067.14,"Qualified Out","0","Omitted","","70180000000cwLZAAY","","","2015-11-07","2016-09-07","005800000044LNKAA2","0018000000wZaMmAAK","ProductD"
"0068000000i1gJ2AAI","iCompany2012112AAI","B1201523","New",7362.19,"Closed Won","100","Closed","1","","Subscription","3","2015-11-07","2016-04-24","00580000004GC1mAAG","0018000000wZU4FAAW","ProductD"
"0068000000i1gkLAAQ","iCompany201211LAAQ","B1201524","New",3533.57,"Qualified Out","0","Omitted","","70130000000Cig1AAC","","","2015-11-07","2016-03-11","005800000044LNKAA2","0018000000xQaIZAA0","ProductD"
"0068000000i1h2uAAA","Big Corp201311uAAA","B1201530","Renewal",445.23,"Closed Lost","0","Omitted","","","","","2015-11-07","2016-03-26","00580000004EbfgAAC","0013000000LEJIsAAP","ProductD"
"0068000000i1hI8AAI","iCompany2012118AAI","B1201525","Renewal",445.23,"Closed Won","100","Closed","1","70180000000ctcDAAQ","Perpetual","1","2015-11-07","2015-12-30","00580000003Uw5UAAS","0018000000tFD64AAG","ProductD"
"0068000000i1hL3AAI","iCompany2010113AAI","B1201526","Renewal",1558.30,"Closed Won","100","Closed","1","70180000000d4fFAAQ","","1","2015-11-07","2015-11-27","005800000043XoaAAE","0018000000luqtDAAQ","ProductD"
"0068000000i1HlDAAU","Big Corp201311DAAU","B1201500","New",5300.35,"Qualified Out","0","Omitted","","","","","2015-11-01","2016-06-03","00580000003VEYZAA4","0013000000DBE3hAAH","ProductD"
"0068000000i1hO7AAI","Big Corp2013117AAI","B1201528","New",795.05,"Closed Won","100","Closed","1","70180000000cumEAAQ","","0","2015-11-07","2015-10-13","00580000003QhfuAAC","0013000000E1XzoAAF","ProductD"
"0068000000i1i98AAA","Big Corp2013118AAA","B1201531","Add-On",3184.81,"Closed Won","100","Closed","1","70180000000cxH4AAI","","3","2015-11-07","2015-10-27","005800000043XouAAE","0013000000LZKQ9AAP","ProductD"
"0068000000i1iIhAAI","Yankeedoodle201111hAAI","B1201532","Add-On",706.71,"Closed Won","100","Closed","1","70180000000d8I8AAI","Services only","1","2015-11-07","2015-11-06","00580000003UXSUAA4","0018000000nx47LAAQ","ProductD"
"0068000000i1J1wAAE","iCompany201211wAAE","B1201501","New",3886.93,"Qualified Out","0","Omitted","","70180000000cuU5AAI","","","2015-11-01","2016-02-22","005800000044LNKAA2","0018000000xQIrqAAG","ProductD"
"0068000000i1jc0AAA","iCompany2012110AAA","B1201533","New",14134.28,"Qualified Out","0","Omitted","","","","","2015-11-08","2016-09-01","00580000004H8OHAA0","0018000000xQdGhAAK","ProductC"
"0068000000i1ku2AAA","Yankeedoodle2013112AAA","B1201534","Renewal",17566.78,"Qualified Out","0","Omitted","","70180000000cuU5AAI","","","2015-11-08","2015-10-19","00580000003UXSKAA4","0013000000EN7P2AAL","ProductC"
"0068000000i1kubAAA","iCompany201211bAAA","B1201535","New",7067.14,"Qualified Out","0","Omitted","","","Subscription","1","2015-11-08","2016-02-21","005800000043XoaAAE","0018000000waCutAAE","ProductD"
"0068000000i1kwDAAQ","Big Corp201311DAAQ","B1201536","Renewal",1211.31,"Closed Won","100","Closed","1","","Subscription","1","2015-11-08","2016-02-07","005800000044LLKAA2","0013000000K0yqgAAB","ProductD"
"0068000000i1kytAAA","EmpireX201211tAAA","B1201537","Renewal",6118.02,"Closed Won","100","Closed","1","70180000000d5hqAAA","Perpetual","1","2015-11-08","2016-05-28","00580000003VEYZAA4","00130000005ITqjAAG","ProductD"
"0068000000i1l3tAAA","iCompany201211tAAA","B1201538","New",2773.85,"Closed Won","100","Closed","1","70180000000Xm0rAAC","Subscription","1","2015-11-08","2016-02-04","00580000003VEYZAA4","0018000000xQMsTAAW","ProductD"
"0068000000i1lb1AAA","iCompany2014111AAA","B1201540","Renewal",622.97,"Closed Won","100","Closed","1","","Perpetual","1","2015-11-08","2016-01-22","005800000044LLKAA2","0018000000ZaE34AAF","ProductD"
"0068000000i1lKoAAI","iCompany201211oAAI","B1201539","New",8833.57,"Closed Won","100","Closed","1","70180000000cuU5AAI","","3","2015-11-08","2015-10-12","005800000043XouAAE","0018000000xQeWcAAK","ProductD"
"0068000000i1llLAAQ","Yankeedoodle201111LAAQ","B1201541","Renewal",593.64,"Closed Lost","0","Omitted","","","","","2015-11-08","2015-10-29","00580000003Uw5UAAS","0018000000nziD7AAI","ProductD"
"0068000000i1ltAAAQ","iCompany201311AAAQ","B1201542","New",11307.42,"Closed Won","100","Closed","1","70180000000d7nZAAQ","Services only","1","2015-11-08","2015-12-11","00580000004EYALAA4","0013000000D840gAAB","ProductC"
"0068000000i1luJAAQ","iCompany201211JAAQ","B1201543","Add-On",948.06,"Closed Won","100","Closed","1","","Perpetual","2","2015-11-08","2015-10-30","00580000003VEYZAA4","0018000000udmLFAAY","ProductD"
"0068000000i1mANAAY","iCompany201211NAAY","B1201544","New",5077.74,"Qualified Out","0","Omitted","","","Subscription","3","2015-11-08","2016-09-01","00580000004E7kGAAS","0018000000xQfQJAA0","ProductD"
"0068000000i1mI4AAI","iCompany2010114AAI","B1201547","Renewal",1385.16,"Closed Lost","0","Omitted","","","","","2015-11-08","2016-02-14","00580000003VEYZAA4","0018000000fsVBgAAM","ProductD"
"0068000000i1mIbAAI","iCompany201211bAAI","B1201546","New",4346.29,"Qualified Out","0","Omitted","","70180000000XXfOAAW","","","2015-11-08","2016-03-11","00580000003Uw5UAAS","0018000000xQfaAAAS","ProductD"
"0068000000i1mIMAAY","Big Corp201311MAAY","B1201545","Renewal",53257.95,"Closed Won","100","Closed","1","70180000000AU6FAAW","Perpetual","3","2015-11-08","2016-01-25","00580000003UBmbAAG","0013000000JiFUEAA3","ProductA"
"0068000000i1mlcAAA","iCompany201111cAAA","B1201554","Add-On",3462.90,"Closed Won","100","Closed","1","70130000000DZhHAAW","Subscription","1","2015-11-08","2015-12-31","005800000043XouAAE","0018000000p5U3TAAU","ProductD"
"0068000000i1mN7AAI","Big Corp2013117AAI","B1201548","Renewal",159.01,"Qualified Out","0","Omitted","","70180000000AU6FAAW","","","2015-11-08","2016-01-05","005800000044LNKAA2","0013000000K6MGlAAN","Defective"
"0068000000i1mRTAAY","Big Corp201211TAAY","B1201549","Renewal",2622.97,"Closed Won","100","Closed","1","70180000000chuEAAQ","Subscription","3","2015-11-08","2016-02-26","00580000004F0RHAA0","0013000000HGwGMAA1","ProductD"
"0068000000i1mVuAAI","iCompany201211uAAI","B1201550","New",3604.24,"Qualified Out","0","Omitted","","70180000000c2uLAAQ","","","2015-11-08","2016-09-29","00580000003VEYZAA4","0018000000xQbpGAAS","ProductD"
"0068000000i1mW4AAI","iCompany2010114AAI","B1201551","Renewal",1122.61,"Closed Won","100","Closed","1","70130000000Cig2AAC","Perpetual","1","2015-11-08","2016-02-26","00580000004E8BCAA0","0018000000eIZU9AAO","ProductD"
"0068000000i1mYFAAY","Big Corp201211FAAY","B1201552","Renewal",16669.26,"Closed Won","100","Closed","1","70180000000EUEIAA4","Perpetual","1","2015-11-08","2016-02-18","00580000004F0RHAA0","0013000000HlH0JAAV","ProductC"
"0068000000i1mZrAAI","Yankeedoodle201211rAAI","B1201553","Renewal",1663.60,"Closed Won","100","Closed","1","70180000000AU6FAAW","Perpetual","1","2015-11-08","2016-03-01","00580000003QgRNAA0","00130000007vAOTAA2","ProductD"
"0068000000i1nfYAAQ","iCompany201011YAAQ","B1201555","New",14134.28,"Qualified Out","0","Omitted","","","","","2015-11-09","2014-01-20","005800000043XouAAE","0018000000lw9vIAAQ","ProductC"
"0068000000i1nk9AAA","iCompany2013119AAA","B1201556","New",3533.57,"Qualified Out","0","Omitted","","","","","2015-11-09","2016-02-11","00580000004GBtxAAG","0018000000MemdNAAR","ProductD"
"0068000000i1NziAAE","Yankeedoodle201311iAAE","B1201502","New",35335.69,"Qualified Out","0","Omitted","","70180000000cT0yAAE","","","2015-11-02","2016-02-25","00580000003QhfuAAC","0013000000D7sNvAAJ","ProductC"
"0068000000i1OIJAA2","Big Corp201311JAA2","B1201503","Add-On",34943.46,"Closed Won","100","Closed","1","","Perpetual","3","2015-11-02","2015-10-26","00580000003Q9t4AAC","0013000000FIm4nAAD","ProductC"
"0068000000i1OmmAAE","iCompany201011mAAE","B1201505","Add-On",1272.08,"Closed Won","100","Closed","1","70180000000cuU5AAI","Services only","1","2015-11-02","2015-11-05","00580000003VwUgAAK","0018000000kQjVmAAK","ProductD"
"0068000000i1oogAAA","iCompany201211gAAA","B1201557","New",7773.85,"Qualified Out","0","Omitted","","","","","2015-11-09","2016-03-09","00580000004F0RHAA0","0018000000xQhe4AAC","ProductD"
"0068000000i1oxxAAA","iCompany201211xAAA","B1201558","New",3533.57,"Qualified Out","0","Omitted","","70180000000cuU5AAI","","","2015-11-09","2015-10-29","00580000004E7kGAAS","0018000000xQhleAAC","ProductD"
"0068000000i1OZpAAM","Big Corp201311pAAM","B1201504","New",3540.64,"Define Technical Buying Process","30","Pipeline","","70180000000cvZ1AAI","","","2015-11-02","2014-05-16","00580000003QgRNAA0","0013000000DBEPAAA5","ProductD"
"0068000000i1qnVAAQ","Yankeedoodle201211VAAQ","B1201561","Renewal",7344.52,"Closed Won","100","Closed","1","70180000000FCpyAAG","Perpetual","3","2015-11-09","2016-02-26","00580000003QgRNAA0","00130000007rmSaAAI","ProductD"
"0068000000i1qQ7AAI","Big Corp2013117AAI","B1201559","Renewal",26289.75,"Closed Won","100","Closed","1","70130000000ChOfAAK","Perpetual","1","2015-11-09","2016-02-01","00580000004GC1mAAG","0013000000E0iKgAAJ","ProductC"
"0068000000i1qSqAAI","Yankeedoodle201311qAAI","B1201560","New",3533.57,"Define Technical Buying Process","30","Pipeline","","","","","2015-11-09","2014-06-30","00580000003QhfuAAC","0013000000D7sdOAAR","ProductD"
"0068000000i1qw4AAA","Yankeedoodle2013114AAA","B1201562","Renewal",7064.66,"Closed Won","100","Closed","1","70180000000dAEtAAM","Perpetual","3","2015-11-09","2016-02-13","005800000043XoaAAE","0013000000EN7sqAAD","ProductD"
"0068000000i1sIKAAY","Big Corp201211KAAY","B1201563","New",438798.59,"Contract Signed","60","Best Case","","","Subscription","3","2015-11-10","2014-10-31","00530000000qAf3AAE","00130000009VvIVAA0","ProductA"
"0068000000i1sVUAAY","Big Corp201311UAAY","B1201564","New",22968.20,"Qualification & Discovery","20","Pipeline","","","","","2015-11-10","2014-07-21","00580000003VrwfAAC","0013000000E1YSzAAN","ProductC"
"0068000000i1v5wAAA","Big Corp201311wAAA","B1201565","Renewal",2308.48,"Qualified Out","0","Omitted","","70130000000Cig2AAC","","","2015-11-12","2015-10-15","00580000003VEYZAA4","0013000000DUOU0AAP","ProductD"
"0068000000i1v7dAAA","Big Corp201211dAAA","B1201571","Renewal",805.65,"Qualified Out","0","Omitted","","70180000000cezXAAQ","","","2015-11-12","2015-10-12","005800000044tmTAAQ","0013000000HlGYbAAN","ProductD"
"0068000000i1v8WAAQ","Big Corp201211WAAQ","B1201566","Renewal",247.35,"Closed Lost","0","Omitted","","70180000000d891AAA","","","2015-11-12","2016-03-29","00580000004F0RHAA0","0013000000I3ofEAAR","Defective"
"0068000000i1vaeAAA","Yankeedoodle201311eAAA","B1201575","Renewal",18329.33,"Closed Won","100","Closed","1","","Perpetual","1","2015-11-12","2016-04-02","00580000003QhfuAAC","0013000000D7skuAAB","ProductC"
"0068000000i1vCAAAY","Big Corp201211AAAY","B1201567","Renewal",16362.90,"Closed Won","100","Closed","1","70130000000Cig1AAC","Subscription","1","2015-11-12","2016-03-05","00580000003UBmbAAG","0013000000JgTNOAA3","ProductC"
"0068000000i1vghAAA","iCompany201311hAAA","B1201576","Renewal",30883.39,"Closed Won","100","Closed","1","70180000000cWGSAA2","Perpetual","1","2015-11-12","2016-03-12","00580000003QhfuAAC","0013000000D8joOAAR","ProductC"
"0068000000i1viiAAA","Big Corp201311iAAA","B1201577","Renewal",9222.61,"Closed Won","100","Closed","1","70180000000coyMAAQ","Subscription","3","2015-11-12","2016-03-10","00580000003VEYZAA4","0013000000JyZzPAAV","ProductC"
"0068000000i1vJTAAY","iCompany201011TAAY","B1201568","Renewal",4081.27,"Closed Won","100","Closed","1","70180000000EfsrAAC","Subscription","1","2015-11-12","2016-05-04","00580000003VwUgAAK","0018000000gIaEIAA0","ProductD"
"0068000000i1vjWAAQ","iCompany201211WAAQ","B1201578","Renewal",247.35,"Closed Lost","0","Omitted","","70180000000cuU5AAI","Subscription","1","2015-11-12","2016-04-01","005800000044LLKAA2","0018000000ufbqoAAA","Defective"
"0068000000i1vLtAAI","iCompany201411tAAI","B1201569","Renewal",247.35,"Closed Lost","0","Omitted","","70180000000cuU5AAI","","","2015-11-12","2016-03-11","00580000004F0RHAA0","0018000000bPBCoAAO","Defective"
"0068000000i1vN1AAI","iCompany2013111AAI","B1201570","Renewal",7618.37,"Closed Lost","0","Omitted","","70180000000cuU5AAI","","","2015-11-12","2016-02-29","00580000004GBtxAAG","0013000000D8jb3AAB","ProductD"
"0068000000i1vRsAAI","Big Corp201311sAAI","B1201572","Renewal",6020.85,"Closed Won","100","Closed","1","","Perpetual","1","2015-11-12","2016-05-19","00580000003Uw5UAAS","0013000000E1YKnAAN","ProductD"
"0068000000i1vUgAAI","iCompany201011gAAI","B1201573","Add-On",1814.49,"Closed Won","100","Closed","1","70180000000cuU5AAI","Perpetual","1","2015-11-12","2015-12-22","00580000003VwUgAAK","0018000000h1nl2AAA","ProductD"
"0068000000i1vVyAAI","iCompany201311yAAI","B1201574","Renewal",4760.42,"Closed Won","100","Closed","1","70180000000cuKeAAI","Perpetual","1","2015-11-12","2016-05-28","00580000004GC1mAAG","0013000000D8jMdAAJ","ProductD"
"0068000000i1vyXAAQ","Big Corp201211XAAQ","B1201579","Renewal",2443.82,"Closed Won","100","Closed","1","70180000000AU6FAAW","Subscription","3","2015-11-12","2016-04-06","00580000003VEYZAA4","0013000000HjyDyAAJ","ProductD"
"0068000000i1w20AAA","iCompany2012110AAA","B1201580","Renewal",247.35,"Qualified Out","0","Omitted","","70180000000d5CJAAY","","","2015-11-12","2016-04-02","00580000003VEYZAA4","0018000000ue4ibAAA","Defective"
"0068000000i1w4BAAQ","iCompany201211BAAQ","B1201581","Renewal",625.44,"Closed Won","100","Closed","1","70180000000d6pdAAA","Perpetual","1","2015-11-12","2016-03-25","00580000004GC1mAAG","0018000000tE2fMAAS","ProductD"
"0068000000i1w7UAAQ","iCompany201311UAAQ","B1201582","Renewal",247.35,"Qualified Out","0","Omitted","","70180000000d81gAAA","Subscription","1","2015-11-12","2016-04-21","00580000004E7kGAAS","0013000000D8jfDAAR","Defective"
"0068000000i1wAnAAI","Yankeedoodle201311nAAI","B1201583","Renewal",530.04,"Closed Lost","0","Omitted","","","Subscription","1","2015-11-12","2016-04-30","00580000003QhfuAAC","0013000000D7siyAAB","ProductD"
"0068000000i1WCOAA2","iCompany201211OAA2","B1201507","New",3639.58,"Qualified Out","0","Omitted","","","","","2015-11-05","2016-01-11","00580000004GBtxAAG","0018000000xQRvDAAW","ProductD"
"0068000000i1WEKAA2","Big Corp201211KAA2","B1201508","New",3639.58,"Qualification & Discovery","20","Pipeline","","","Subscription","1","2015-11-05","2014-11-30","00580000004HV9tAAG","0013000000JKLvrAAH","ProductD"
"0068000000i1wFeAAI","iCompany201011eAAI","B1201584","Renewal",495.05,"Closed Won","100","Closed","1","70130000000Cig2AAC","Subscription","1","2015-11-12","2016-03-25","00580000003Uw5UAAS","0018000000h1wonAAA","ProductD"
"0068000000i1whhAAA","Big Corp201311hAAA","B1201585","Add-On",1766.78,"Closed Won","100","Closed","1","","","0","2015-11-12","2015-10-15","005800000043XouAAE","0013000000KwlLuAAJ","ProductD"
"0068000000i1X2AAAU","Big Corp201311AAAU","B1201509","New",7067.14,"Closed Lost","0","Omitted","","","","","2015-11-05","2016-04-21","00580000003QhfuAAC","0013000000EOLyPAAX","ProductD"
"0068000000i1XT7AAM","iCompany2012117AAM","B1201510","New",6669.61,"Qualified Out","0","Omitted","","70180000000cuU5AAI","","","2015-11-05","2015-10-16","005800000044LNKAA2","0018000000xQTUFAA4","ProductD"
"0068000000i1YbcAAE","Yankeedoodle201311cAAE","B1201511","Add-On",52049.47,"Closed Won","100","Closed","1","","","1","2015-11-06","2015-11-06","005300000013MJZAA2","0013000000D7sWlAAJ","ProductC"
"0068000000i26TTAAY","iCompany201211TAAY","B1201586","Renewal",1978.80,"Qualification & Discovery","70","Best Case","","","","","2015-11-14","2015-11-09","00580000004GBtxAAG","0018000000xQeWcAAK","ProductD"
"0068000000i26VeAAI","iCompany201011eAAI","B1201587","Renewal",4854.06,"Closed Won","100","Closed","1","","Perpetual","1","2015-11-14","2016-09-30","005800000056cj2AAA","0018000000mwatAAAQ","ProductD"
"0068000000i27N7AAI","Big Corp2013117AAI","B1201588","Renewal",7137.81,"Qualification & Discovery","70","Best Case","","70180000000cABEAA2","","","2015-11-14","2015-11-02","005800000056cj2AAA","0013000000KwJpNAAV","ProductD"
"0068000000i27seAAA","iCompany201211eAAA","B1201589","New",31961.13,"Closed Won","100","Closed","1","70180000000ct3hAAA","Subscription","3","2015-11-14","2015-11-20","00580000003Uw5UAAS","0018000000xQeISAA0","ProductC"
"0068000000i28dkAAA","iCompany201311kAAA","B1201592","Add-On",19901.06,"Closed Won","100","Closed","1","","Perpetual","1","2015-11-14","2016-01-15","00580000004GBtxAAG","0018000000gKjdtAAC","ProductC"
"0068000000i28MzAAI","iCompany201211zAAI","B1201590","Renewal",8074.20,"Qualification & Discovery","70","Best Case","","70180000000d6pdAAA","","","2015-11-14","2015-11-14","005800000056cj2AAA","0018000000tE2fMAAS","ProductD"
"0068000000i28VrAAI","iCompany201211rAAI","B1201591","New",7067.14,"Define Technical Buying Process","30","Pipeline","","70180000000d88wAAA","Subscription","1","2015-11-14","2014-06-30","00580000003VEYZAA4","0018000000xPKqnAAG","ProductD"
"0068000000i2A3sAAE","iCompany201211sAAE","B1201593","New",7067.14,"Qualified Out","0","Omitted","","70130000000Cig1AAC","","","2015-11-15","2015-11-03","005800000044LLKAA2","0018000000xR2BjAAK","ProductD"
"0068000000i2AxQAAU","iCompany201211QAAU","B1201594","New",3533.57,"Qualified Out","0","Omitted","","70180000000d4J0AAI","","","2015-11-15","2015-12-22","005800000044LNKAA2","0018000000xR3XPAA0","ProductD"
"0068000000i2b3OAAQ","iCompany201311OAAQ","B1201624","New",3957.60,"Qualified Out","0","Omitted","1","70180000000cnn0AAA","Subscription","1","2015-11-23","2016-10-25","00580000003UBmbAAG","0018000000LjIFwAAN","ProductD"
"0068000000i2B7fAAE","iCompany201311fAAE","B1201595","New",3533.57,"Define Technical Buying Process","30","Pipeline","","70180000000cnn0AAA","Perpetual","1","2015-11-15","2014-06-30","00580000003UBmbAAG","0018000000LjIFwAAN","ProductD"
"0068000000i2BarAAE","iCompany201211rAAE","B1201596","New",31802.12,"Qualification & Discovery","20","Pipeline","","","Subscription","1","2015-11-15","2014-09-30","00580000003UBmbAAG","0018000000xR4XSAA0","ProductC"
"0068000000i2BbBAAU","Yankeedoodle201111BAAU","B1201597","New",7420.49,"Qualification & Discovery","40","Pipeline","","","","","2015-11-15","2014-10-31","005800000044LLKAA2","0018000000q70LiAAI","ProductD"
"0068000000i2bJbAAI","iCompany201211bAAI","B1201625","New",5300.35,"Qualified Out","0","Omitted","","","","","2015-11-23","2016-01-25","00580000004F0RHAA0","0018000000xRjEAAA0","ProductD"
"0068000000i2CtsAAE","iCompany201011sAAE","B1201598","Renewal",2814.84,"Closed Won","100","Closed","1","70180000000cenrAAA","Perpetual","1","2015-11-15","2016-03-05","00580000004GC1mAAG","0018000000jWLSeAAO","ProductD"
"0068000000i2CwIAAU","Big Corp201311IAAU","B1201599","Renewal",247.35,"Closed Lost","0","Omitted","","70180000000d6psAAA","","","2015-11-15","2016-03-09","00580000003QgRNAA0","0013000000FIm29AAD","Defective"
"0068000000i2DNxAAM","Big Corp201311xAAM","B1201600","New",5300.35,"Qualified Out","0","Omitted","","70180000000cezNAAQ","","","2015-11-15","2016-04-09","00580000004HJiXAAW","0013000000DBBOwAAP","ProductD"
"0068000000i2FD7AAM","iCompany2012117AAM","B1201601","New",35335.69,"Define Technical Buying Process","30","Pipeline","","","","","2015-11-16","2014-06-26","005800000044LLKAA2","0018000000xR9DZAA0","ProductC"
"0068000000i2FHTAA2","iCompany201111TAA2","B1201602","New",4862.19,"Qualified Out","0","Omitted","","70180000000cjclAAA","Subscription","3","2015-11-16","2016-04-02","00580000003Uw5UAAS","0018000000rghlhAAA","ProductD"
"0068000000i2FQHAA2","iCompany201211HAA2","B1201603","Add-On",88339.22,"Qualified Out","0","Omitted","","","","","2015-11-16","2016-01-01","005800000043XoaAAE","0018000000wZnFQAA0","ProductA"
"0068000000i2FVaAAM","iCompany201411aAAM","B1201604","New",70671.38,"Define Technical Buying Process","30","Pipeline","","","","","2015-11-16","2014-06-27","00580000003VrwfAAC","0018000000QK36nAAD","ProductA"
"0068000000i2FX7AAM","iCompany2011117AAM","B1201605","New",21201.41,"Qualified Out","0","Omitted","","","","","2015-11-16","2016-05-28","00580000004Epi7AAC","0018000000p98aXAAQ","ProductC"
"0068000000i2G2kAAE","iCompany201211kAAE","B1201606","",0.00,"Closed Lost","0","Omitted","","","Eval","","2015-11-16","2015-11-19","00580000004E8BIAA0","0018000000xRAY0AAO","Defective"
"0068000000i2GceAAE","iCompany201211eAAE","B1201607","New",17879.86,"Qualified Out","0","Omitted","","","","","2015-11-16","2016-04-20","00580000004GBtxAAG","0018000000xQruzAAC","ProductC"
"0068000000i2gNkAAI","iCompany201211kAAI","B1201626","New",7067.14,"Qualified Out","0","Omitted","","70180000000cwLZAAY","","","2015-11-26","2015-12-31","005800000044LNKAA2","0018000000xRnW8AAK","ProductD"
"0068000000i2gVoAAI","Big Corp201311oAAI","B1201627","Renewal",5169.61,"Qualified Out","0","Omitted","","","","","2015-11-26","2016-10-19","005800000056cj2AAA","0013000000FIm4nAAD","ProductD"
"0068000000i2h03AAA","Big Corp2012113AAA","B1201628","Renewal",978.80,"Qualification & Discovery","70","Best Case","","70180000000cccWAAQ","","","2015-11-26","2014-12-05","005800000056cj2AAA","0013000000HjYsnAAF","ProductD"
"0068000000i2h1GAAQ","Big Corp201311GAAQ","B1201629","New",35335.69,"Qualified Out","0","Omitted","","70180000000d9JxAAI","","","2015-11-26","2016-05-13","00580000004GBtxAAG","0013000000DBDxhAAH","ProductC"
"0068000000i2HeqAAE","Big Corp201311qAAE","B1201608","New",217385.16,"Closed Won","100","Closed","1","","","1","2015-11-17","2015-11-07","005800000043XouAAE","0013000000DBFK9AAP","ProductA"
"0068000000i2lmcAAA","Yankeedoodle201311cAAA","B1201630","New",20671.38,"Qualified Out","0","Omitted","","70180000000d88wAAA","","","2015-11-27","2016-07-09","005300000012lKWAAY","0013000000K7z0uAAB","ProductC"
"0068000000i2m6KAAQ","iCompany201211KAAQ","B1201631","Renewal",445.23,"Closed Won","100","Closed","1","70130000000CgXRAA0","Perpetual","1","2015-11-27","2016-10-04","005800000056cj2AAA","0018000000wZtVdAAK","ProductD"
"0068000000i2mfeAAA","Big Corp201311eAAA","B1201633","Renewal",28996.11,"Qualification & Discovery","70","Best Case","","70180000000BVEKAA4","","","2015-11-27","2015-11-27","005300000013MJZAA2","0013000000DBEAYAA5","ProductC"
"0068000000i2mNpAAI","iCompany201011pAAI","B1201632","Renewal",612.37,"Closed Won","100","Closed","1","70180000000cBtRAAU","Perpetual","1","2015-11-27","2016-10-06","005800000056cj2AAA","0018000000lxoTSAAY","ProductD"
"0068000000i2muFAAQ","iCompany201211FAAQ","B1201634","New",0.00,"Closed Lost","0","Omitted","","70180000000d8yVAAQ","","","2015-11-27","2016-05-14","00580000004GpIAAA0","0018000000xRtepAAC","Defective"
"0068000000i2nB1AAI","iCompany2012111AAI","B1201635","New",31802.12,"Evaluation & Negotiation","50","Best Case","","","Perpetual","1","2015-11-27","2014-04-14","005800000055z7SAAQ","0018000000wZOTuAAO","ProductC"
"0068000000i2nC9AAI","Big Corp2013119AAI","B1201636","Renewal",249.47,"Qualification & Discovery","70","Best Case","","70180000000cxH4AAI","","","2015-11-27","2015-11-27","005800000056cj2AAA","0013000000LZKQ9AAP","Defective"
"0068000000i2ndUAAQ","iCompany201211UAAQ","B1201638","New",70671.38,"Qualified Out","0","Omitted","","","","","2015-11-27","2016-11-26","00580000004Gk5QAAS","0018000000xRuRfAAK","ProductA"
"0068000000i2nGfAAI","Big Corp201311fAAI","B1201637","New",3397.17,"Qualified Out","0","Omitted","","70180000000cwLZAAY","","1","2015-11-27","2016-04-06","00580000003Uw5UAAS","0013000000Kb3yiAAB","ProductD"
"0068000000i2NIIAA2","Big Corp201311IAA2","B1201609","New",6306.36,"Qualification & Discovery","40","Pipeline","","70180000000dJ3FAAU","Perpetual","3","2015-11-19","2014-03-28","005800000058rzbAAA","0013000000DBE3vAAH","ProductD"
"0068000000i2o2FAAQ","iCompany201211FAAQ","B1201639","Add-On",84922.97,"Closed Won","100","Closed","1","70180000000cQCvAAM","","1","2015-11-27","2015-11-11","005300000013MJZAA2","0018000000tFjPEAA0","ProductA"
"0068000000i2PkRAAU","Big Corp201311RAAU","B1201610","Add-On",883.39,"Closed Won","100","Closed","1","","Services only","1","2015-11-20","2015-11-12","00580000003Q9t4AAC","0013000000FIm4nAAD","ProductD"
"0068000000i2pZsAAI","iCompany201211sAAI","B1201640","New",35335.69,"Qualified Out","0","Omitted","","","","","2015-11-28","2016-09-01","00580000004H8OHAA0","0018000000xRn4GAAS","ProductC"
"0068000000i2qFCAAY","iCompany201411CAAY","B1201641","Add-On",12101.41,"Closed Won","100","Closed","1","","","0","2015-11-28","2015-10-28","005300000013MJZAA2","0018000000azbQHAAY","ProductC"
"0068000000i2QgoAAE","iCompany201211oAAE","B1201611","New",15901.06,"Define Technical Buying Process","30","Pipeline","1","70180000000cowaAAA","Subscription","1","2015-11-20","2014-03-31","005800000055z7mAAA","0018000000xRYVHAA4","ProductC"
"0068000000i2qhuAAA","iCompany201311uAAA","B1201643","Renewal",924.38,"Qualification & Discovery","70","Best Case","","70180000000chuEAAQ","","","2015-11-28","2015-12-01","005800000056cj2AAA","0013000000D8in3AAB","ProductD"
"0068000000i2QnBAAU","iCompany201211BAAU","B1201612","Renewal",247.35,"Closed Lost","0","Omitted","","70180000000cyn4AAA","Subscription","1","2015-11-20","2016-04-21","00580000003QgRNAA0","0018000000ugPBQAA2","Defective"
"0068000000i2Qo9AAE","Big Corp2013119AAE","B1201613","Renewal",3038.52,"Qualification & Discovery","70","Best Case","","70180000000d9JxAAI","","","2015-11-20","2015-11-20","00580000004HV9yAAG","0013000000EKlFAAA1","ProductD"
"0068000000i2qrGAAQ","Big Corp201311GAAQ","B1201644","Add-On",55558.30,"Qualified Out","0","Omitted","","70180000000chBVAAY","Perpetual","3","2015-11-28","2016-04-15","00580000004E7kGAAS","0013000000E1XwTAAV","ProductA"
